department_name,course_name,semester_year,term_name,course_code,student_id_count,high_school_gpa_mean
Aeronautics,Neural Networks for Machine Learning,2017,Fall,COMP-13800,1,3.23
Psychology and Neuroscience,Programming for Everybody (Getting Started with Python),2014,Fall,COMP-14700,1,3.29
Biology,Programming for Everybody (Getting Started with Python),2018,Fall,COMP-14700,1,2.97
Film,Programming for Everybody (Getting Started with Python),2015,Fall,COMP-14700,1,2.71
Data Science,Programming for Everybody (Getting Started with Python),2017,Fall,COMP-14700,1,2.45
Engineering,Programming for Everybody (Getting Started with Python),2014,Fall,COMP-14700,1,3.9
Communication,Quantum Computing for the Determined,2016,Fall,COMP-15900,1,3.04
Communication,Software Engineering: Introduction,2015,Fall,COMP-16500,2,3.255
Urban Studie,Software Engineering: Introduction,2019,Fall,COMP-16500,2,3.45
Writing,Software Engineering: Introduction,2019,Fall,COMP-16500,1,3.32
Architecture,Software Engineering: Introduction,2016,Fall,COMP-16500,1,2.9
Aeronautics,Software Engineering: Introduction,2019,Fall,COMP-16500,1,2.8
Environment and Natural Resources,Software Engineering: Introduction,2016,Fall,COMP-16500,2,3.47
Aeronautics,Databases and SQL for Data Science,2019,Fall,DATA-0600,1,3.17
Communication,Databases and SQL for Data Science,2015,Fall,DATA-0600,2,3.075
Aeronautics,Databases and SQL for Data Science,2015,Fall,DATA-0600,1,2.64
Media Studies,Data Science: Probability,2014,Fall,DATA-1000,1,3.49
Film,Data Science: Probability,2018,Fall,DATA-1000,1,2.93
Media Studies,Data Science: Probability,2018,Fall,DATA-1000,1,3.39
Writing,Data Science: Probability,2014,Fall,DATA-1000,2,3.21
History,Advanced Analog Integrated Circuits,2016,Fall,ENGI-0100,1,2.74
Physics,Advanced Analog Integrated Circuits,2016,Fall,ENGI-0100,1,3.03
Engineering,Advanced Analog Integrated Circuits,2020,Fall,ENGI-0100,7,3.317142857
Sociology,Advanced Analog Integrated Circuits,2016,Fall,ENGI-0100,1,2.38
Music and Performing Arts,Advanced Analog Integrated Circuits,2019,Fall,ENGI-0100,1,3.91
Film,Convex Optimization 2,2016,Fall,ENGI-1200,1,2.84
Archaeology,Convex Optimization 2,2019,Fall,ENGI-1200,1,2.62
Law,Convex Optimization 2,2017,Fall,ENGI-1200,1,3.33
Communication,Convex Optimization 2,2014,Fall,ENGI-1200,1,3.34
Philosophy,Direct Solar/Thermal to Electrical Energy Conversion Technologies,2017,Fall,ENGI-1400,1,2.81
Music and Performing Arts,Fields and Waves,2017,Fall,ENGI-3200,1,3.4
Computer Science,Fields and Waves,2017,Fall,ENGI-3200,2,3.38
Religion,Fields and Waves,2014,Fall,ENGI-3200,1,3.34
Film,Fields and Waves,2014,Fall,ENGI-3200,1,2.77
Anthropology,Optimization Models in Engineering,2016,Fall,ENGI-6600,1,3.34
Geography,International Environmental Law,2015,Fall,ENVI-1800,2,2.94
Film,International Environmental Law,2019,Fall,ENVI-1800,1,2.79
Music and Performing Arts,International Environmental Law,2015,Fall,ENVI-1800,2,3.375
Geography,International Environmental Law,2016,Fall,ENVI-1800,1,2.79
Data Science,International Environmental Law,2016,Fall,ENVI-1800,1,3.58
Music and Performing Arts,International Environmental Law,2017,Fall,ENVI-1800,2,2.95
Computer Science,International Environmental Law,2019,Fall,ENVI-1800,1,3.06
World Languages,International Environmental Law,2014,Fall,ENVI-1800,1,2.85
Literature,Script Writing: Write a Pilot Episode for a TV or Web Series,2018,Fall,WRIT-2500,1,4.19
Writing,Script Writing: Write a Pilot Episode for a TV or Web Series,2016,Fall,WRIT-2500,11,3.268181818
Environment and Natural Resources,Script Writing: Write a Pilot Episode for a TV or Web Series,2014,Fall,WRIT-2500,1,3.34
Design,Writing Stories About Ourselves,2018,Fall,WRIT-3200,3,3.25
Urban Studie,Writing Stories About Ourselves,2014,Fall,WRIT-3200,1,3.15
Political Science,Writing Stories About Ourselves,2017,Fall,WRIT-3200,2,3.625
Business,Agile Meets Design Thinking,2015,Fall,BUSI-0300,5,2.89
Law,Agile Meets Design Thinking,2016,Fall,BUSI-0300,1,3
Media Studies,Agile Meets Design Thinking,2014,Fall,BUSI-0300,1,3.23
Urban Studie,Agile Meets Design Thinking,2014,Fall,BUSI-0300,1,2.97
Archaeology,Agile Meets Design Thinking,2020,Fall,BUSI-0300,1,3.37
Sociology,Agile Meets Design Thinking,2018,Fall,BUSI-0300,1,2.72
Music and Performing Arts,Business Growth Strategy,2015,Fall,BUSI-1300,2,2.86
Psychology and Neuroscience,Business Growth Strategy,2014,Fall,BUSI-1300,1,3.14
Economics and Finance,Business Growth Strategy,2017,Fall,BUSI-1300,2,2.985
Political Science,Business Growth Strategy,2018,Fall,BUSI-1300,1,3.51
Design,Business Growth Strategy,2018,Fall,BUSI-1300,2,3.535
Biology,Business Growth Strategy,2018,Fall,BUSI-1300,1,3.29
Music and Performing Arts,Fundamentals of Project Planning and Management,2017,Fall,BUSI-4200,2,3.02
Business,Fundamentals of Project Planning and Management,2018,Fall,BUSI-4200,4,3.09
Film,Fundamentals of Project Planning and Management,2014,Fall,BUSI-4200,1,3.71
Computer Science,Fundamentals of Project Planning and Management,2017,Fall,BUSI-4200,1,2.63
Biology,Fundamentals of Project Planning and Management,2016,Fall,BUSI-4200,1,3.07
Law,Global Risk Regulation,2014,Fall,BUSI-4500,2,3.47
Architecture,Global Risk Regulation,2014,Fall,BUSI-4500,1,3.25
Art,The New Entrepreneurs,2018,Fall,BUSI-10400,2,2.745
Law,The New Entrepreneurs,2017,Fall,BUSI-10400,2,3.035
Computer Science,The New Entrepreneurs,2019,Fall,BUSI-10400,1,3.29
Geography,The New Entrepreneurs,2014,Fall,BUSI-10400,3,3.236666667
Architecture,The New Entrepreneurs,2020,Fall,BUSI-10400,1,3.59
Economics and Finance,Financial Markets,2014,Fall,ECON-2300,5,3.528
Economics and Finance,Financial Markets,2016,Fall,ECON-2300,6,3.085
Economics and Finance,Financial Markets,2020,Fall,ECON-2300,1,4.37
Communication,History of Economic Theory,2016,Fall,ECON-3400,1,3.32
Classics,History of Economic Theory,2017,Fall,ECON-3400,1,3.38
Literature,Mastering Econometrics,2018,Fall,ECON-4700,1,3.41
Aeronautics,Mastering Econometrics,2015,Fall,ECON-4700,1,2.9
Art,Mastering Econometrics,2017,Fall,ECON-4700,1,2.67
Urban Studie,Reading Marx's Capital: Vol 2,2016,Fall,ECON-6900,2,3.38
Design,Reading Marx's Capital: Vol 2,2015,Fall,ECON-6900,1,3.03
Archaeology,Reading Marx's Capital: Vol 2,2015,Fall,ECON-6900,1,3.57
Classics,Reading Marx's Capital: Vol 2,2017,Fall,ECON-6900,1,3.38
Literature,The Elements of Economic Analysis,2017,Fall,ECON-7700,1,3.22
Law,The Elements of Economic Analysis,2017,Fall,ECON-7700,1,2.67
Biology,The Elements of Economic Analysis,2017,Fall,ECON-7700,1,2.9
Architecture,De-Mystifying Mindfulness,2018,Fall,PERS-0200,1,3.04
Literature,De-Mystifying Mindfulness,2020,Fall,PERS-0200,1,2.86
Chemistry,De-Mystifying Mindfulness,2014,Fall,PERS-0200,1,3.15
Architecture,De-Mystifying Mindfulness,2016,Fall,PERS-0200,1,3.39
Archaeology,De-Mystifying Mindfulness,2020,Fall,PERS-0200,1,3.02
Geography,De-Mystifying Mindfulness,2016,Fall,PERS-0200,1,3.26
Anthropology,De-Mystifying Mindfulness,2020,Fall,PERS-0200,1,2.87
Architecture,De-Mystifying Mindfulness,2019,Fall,PERS-0200,1,3.12
Media Studies,History of Architecture,2014,Fall,ARCH-1200,1,3.23
Computer Science,History of Architecture,2018,Fall,ARCH-1200,1,2.98
Engineering,History of Architecture,2016,Fall,ARCH-1200,1,3.39
Health,History of Architecture,2019,Fall,ARCH-1200,1,3.23
Sociology,History of Architecture,2017,Fall,ARCH-1200,1,3.13
Geography,Survey of Astronomy,2015,Fall,ASTR-1700,1,3.39
Design,Survey of Astronomy,2015,Fall,ASTR-1700,2,3.035
Media Studies,Survey of Astronomy,2019,Fall,ASTR-1700,2,3.08
Computer Science,Survey of Astronomy,2016,Fall,ASTR-1700,1,3.55
History,Survey of Astronomy,2016,Fall,ASTR-1700,1,2.74
Urban Studie,Survey of Astronomy,2016,Fall,ASTR-1700,1,3.11
Biology,Autism and Related Disorders,2019,Fall,BIOL-0700,6,3.266666667
Geography,Autism and Related Disorders,2017,Fall,BIOL-0700,2,3.44
Philosophy,Autism and Related Disorders,2016,Fall,BIOL-0700,1,2.79
Art,Autism and Related Disorders,2018,Fall,BIOL-0700,1,2.78
Writing,Autism and Related Disorders,2018,Fall,BIOL-0700,1,3.07
Design,Enhancing Humane Science,2016,Fall,BIOL-2700,1,3.26
Computer Science,Enhancing Humane Science,2019,Fall,BIOL-2700,1,3.23
Urban Studie,Fundamentals of Biology,2015,Fall,BIOL-3800,1,3.12
Media Studies,Fundamentals of Biology,2015,Fall,BIOL-3800,1,3.04
Anthropology,Getting Started in Crypto-EM,2015,Fall,BIOL-5400,1,3.06
Film,Getting Started in Crypto-EM,2014,Fall,BIOL-5400,2,3.605
Architecture,Getting Started in Crypto-EM,2016,Fall,BIOL-5400,1,3.21
Aeronautics,Getting Started in Crypto-EM,2015,Fall,BIOL-5400,2,3.235
Physics,Introduction to Toxicology,2018,Fall,BIOL-7100,1,3.19
Biology,Life Concepts and Issues: Introduction to Life Sciences for Non-Science Majors,2017,Fall,BIOL-7400,5,3.268
Biology,Life Concepts and Issues: Introduction to Life Sciences for Non-Science Majors,2015,Fall,BIOL-7400,6,3.296666667
Aeronautics,Pharmacology,2014,Fall,BIOL-7900,1,3.6
Data Science,Pulmonary Medical School,2016,Fall,BIOL-8400,1,2.62
Aeronautics,Pulmonary Medical School,2015,Fall,BIOL-8400,1,3.34
Geography,Virology,2015,Fall,BIOL-9800,1,2.66
Computer Science,Virology,2015,Fall,BIOL-9800,1,2.96
Archaeology,Organic Chemistry 1,2015,Fall,CHEM-2900,1,4
Chemistry,Organic Chemistry 1,2018,Fall,CHEM-2900,4,3.2925
Computer Science,Organic Chemistry 1,2015,Fall,CHEM-2900,1,3.66
Classics,Organic Chemistry 1,2015,Fall,CHEM-2900,1,2.93
Psychology and Neuroscience,Organic Chemistry 1,2014,Fall,CHEM-2900,1,3.57
Urban Studie,Organic Chemistry 1,2015,Fall,CHEM-2900,1,3.24
History,Organic Chemistry 1,2014,Fall,CHEM-2900,1,3.03
Computer Science,Introduction to Public Speaking,2019,Fall,COMM-1200,2,3.285
Physics,Introduction to Public Speaking,2019,Fall,COMM-1200,1,3.23
Engineering,Introduction to Public Speaking,2018,Fall,COMM-1200,1,3.56
Business,Introduction to Public Speaking,2015,Fall,COMM-1200,1,3.36
Design,Product Design: The Delft Design Approach,2014,Fall,DESI-1000,19,3.016842105
Design,Product Design: The Delft Design Approach,2016,Fall,DESI-1000,21,3.329047619
Physics,Product Design: The Delft Design Approach,2017,Fall,DESI-1000,1,3.55
Media Studies,Product Design: The Delft Design Approach,2014,Fall,DESI-1000,2,2.885
Media Studies,Product Design: The Delft Design Approach,2018,Fall,DESI-1000,1,2.83
Sociology,Product Design: The Delft Design Approach,2017,Fall,DESI-1000,1,2.93
Sociology,Video Game Design History,2019,Fall,DESI-1100,1,3.39
Aeronautics,History of the United States Since 1877,2018,Fall,HIST-4800,3,3.06
History,Ireland in Rebellion (1782-1916),2016,Fall,HIST-5500,3,2.943333333
Media Studies,Ireland in Rebellion (1782-1916),2015,Fall,HIST-5500,1,3.42
Math,Modern Jewish History,2014,Fall,HIST-6300,1,3.6
Psychology and Neuroscience,Modern Jewish History,2016,Fall,HIST-6300,1,3.33
Geography,Modern Jewish History,2014,Fall,HIST-6300,1,3.62
Design,The Birth of the Modern: Europe and its Others,2015,Fall,HIST-7400,1,3.69
Religion,The Birth of the Modern: Europe and its Others,2014,Fall,HIST-7400,1,3.37
Architecture,The Modern World: Global History Since 1760,2016,Fall,HIST-8700,1,3.12
Literature,Creative Reading,2015,Fall,LITE-0800,4,2.9925
Biology,Creative Reading,2015,Fall,LITE-0800,1,3.51
Biology,Creative Reading,2018,Fall,LITE-0800,1,3.31
Literature,Lord of the Rings III: Return of the King,2018,Fall,LITE-4400,2,3.315
Communication,Lord of the Rings III: Return of the King,2018,Fall,LITE-4400,1,3.43
Personal Development,Lord of the Rings III: Return of the King,2014,Fall,LITE-4400,1,3.51
Geography,Modern & Contemporary American Poetry,2014,Fall,LITE-4500,2,3.18
Urban Studie,Modern & Contemporary American Poetry,2015,Fall,LITE-4500,1,3.07
Literature,Modern & Contemporary American Poetry,2015,Fall,LITE-4500,4,3.03
Film,Modern & Contemporary American Poetry,2016,Fall,LITE-4500,1,3.19
Data Science,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2017,Fall,LITE-7700,1,3.45
Music and Performing Arts,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2017,Fall,LITE-7700,3,3.3
Classics,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2016,Fall,LITE-7700,1,3.04
Biology,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2015,Fall,LITE-7700,1,3.85
Archaeology,Tolkien's Unfinished Tales of Nemenor and Middle-earth,2017,Fall,LITE-7700,1,3.48
Math,Algebraic Topology: A Beginner's Course,2014,Fall,MATH-0400,6,2.85
Communication,Algebraic Topology: A Beginner's Course,2015,Fall,MATH-0400,2,3.565
History,Algebraic Topology: A Beginner's Course,2018,Fall,MATH-0400,1,2.81
Sociology,Algebraic Topology: A Beginner's Course,2020,Fall,MATH-0400,1,3.22
Geography,Algebraic Topology: A Beginner's Course,2018,Fall,MATH-0400,2,3.55
Environment and Natural Resources,Algebraic Topology: A Beginner's Course,2018,Fall,MATH-0400,1,2.98
Film,Algebraic Topology: A Beginner's Course,2017,Fall,MATH-0400,1,2.97
World Languages,Algebraic Topology: A Beginner's Course,2019,Fall,MATH-0400,1,2.84
Architecture,Computational Science and Engineering I,2018,Fall,MATH-2200,1,3.42
Classics,Computational Science and Engineering I,2015,Fall,MATH-2200,2,3.465
Math,Computational Science and Engineering I,2019,Fall,MATH-2200,7,2.87
Personal Development,Computational Science and Engineering I,2018,Fall,MATH-2200,3,2.903333333
Psychology and Neuroscience,Computational Science and Engineering I,2020,Fall,MATH-2200,1,3.08
History,Computational Science and Engineering I,2014,Fall,MATH-2200,1,3.03
Music and Performing Arts,Real Analysis,2014,Fall,MATH-5900,1,3.16
Economics and Finance,Real Analysis,2015,Fall,MATH-5900,1,3.14
Physics,Aesthetics & Philosophy of Art,2017,Fall,PHIL-0400,1,3.03
History,Aesthetics & Philosophy of Art,2018,Fall,PHIL-0400,1,3.1
Anthropology,Critical Reasoning for Beginners,2014,Fall,PHIL-2000,1,3.43
Philosophy,Critical Reasoning for Beginners,2017,Fall,PHIL-2000,2,3.1
World Languages,Critical Reasoning for Beginners,2015,Fall,PHIL-2000,1,2.84
Religion,Eight Philosophy Courses by Gilles Deleuze,2016,Fall,PHIL-3100,1,3.56
Personal Development,Eight Philosophy Courses by Gilles Deleuze,2016,Fall,PHIL-3100,1,3.13
Anthropology,Eight Philosophy Courses by Gilles Deleuze,2014,Fall,PHIL-3100,2,2.8
Aeronautics,Eight Philosophy Courses by Gilles Deleuze,2017,Fall,PHIL-3100,1,2.95
Urban Studie,Kant's Critique of Judgment,2016,Fall,PHIL-8800,1,2.19
Data Science,Kant's Critique of Judgment,2016,Fall,PHIL-8800,1,2.83
Health,Kant's Critique of Judgment,2016,Fall,PHIL-8800,1,3.55
Business,Kant's Critique of Judgment,2014,Fall,PHIL-8800,1,2.82
Law,Merleau-Ponty's Phenomenology of Perception,2015,Fall,PHIL-10900,1,2.81
Classics,Merleau-Ponty's Phenomenology of Perception,2014,Fall,PHIL-10900,1,3.04
Architecture,Merleau-Ponty's Phenomenology of Perception,2018,Fall,PHIL-10900,2,3.27
Sociology,Merleau-Ponty's Phenomenology of Perception,2019,Fall,PHIL-10900,1,3.32
Media Studies,Merleau-Ponty's Phenomenology of Perception,2014,Fall,PHIL-10900,2,2.745
Anthropology,Nietzsche on Mind and Nature,2015,Fall,PHIL-11800,2,3.135
Design,Nietzsche on Mind and Nature,2015,Fall,PHIL-11800,2,3.3
Chemistry,Nietzsche on Mind and Nature,2019,Fall,PHIL-11800,1,3.19
Law,Nietzsche on Mind and Nature,2019,Fall,PHIL-11800,1,3.07
Architecture,Nietzsche on Mind and Nature,2014,Fall,PHIL-11800,1,3.42
Archaeology,Plato's Apology of Socrates,2014,Fall,PHIL-15000,1,3.67
Engineering,Plato's Apology of Socrates,2017,Fall,PHIL-15000,1,3.28
Communication,Plato's Apology of Socrates,2016,Fall,PHIL-15000,1,3.15
Art,Plato's Apology of Socrates,2017,Fall,PHIL-15000,1,2.71
Urban Studie,Plato's Apology of Socrates,2014,Fall,PHIL-15000,1,2.92
Environment and Natural Resources,Plato's Apology of Socrates,2015,Fall,PHIL-15000,1,2.74
Classics,Plato's Republic,2016,Fall,PHIL-15600,3,3.51
Archaeology,Plato's Republic,2019,Fall,PHIL-15600,2,3.105
Urban Studie,Plato's Republic,2017,Fall,PHIL-15600,1,3.37
Biology,Plato's Republic,2017,Fall,PHIL-15600,1,2.95
Archaeology,Plato's Republic,2014,Fall,PHIL-15600,1,2.84
Health,Plato's Republic,2017,Fall,PHIL-15600,2,2.795
Environment and Natural Resources,Plato's Republic,2018,Fall,PHIL-15600,1,3.31
Sociology,Symbolic Logic,2014,Fall,PHIL-17700,2,3.11
Aeronautics,Symbolic Logic,2016,Fall,PHIL-17700,3,3.266666667
Biology,Symbolic Logic,2017,Fall,PHIL-17700,1,2.69
Communication,Symbolic Logic,2017,Fall,PHIL-17700,1,3.06
Economics and Finance,Symbolic Logic,2018,Fall,PHIL-17700,1,3.26
Political Science,Symbolic Logic,2018,Fall,PHIL-17700,1,3
Philosophy,The Examined Life,2015,Fall,PHIL-18300,2,3.45
Archaeology,The Examined Life,2016,Fall,PHIL-18300,1,3.61
Philosophy,The Examined Life,2018,Fall,PHIL-18300,4,3.1225
Anthropology,The Examined Life,2014,Fall,PHIL-18300,1,3.39
Engineering,The Examined Life,2018,Fall,PHIL-18300,1,4.03
Design,The Examined Life,2014,Fall,PHIL-18300,1,3.14
Film,The Rational Mind,2017,Fall,PHIL-19400,1,2.67
Art,The Rational Mind,2017,Fall,PHIL-19400,1,3.32
Religion,Unveiling Reality,2014,Fall,PHIL-20700,1,3
Math,Unveiling Reality,2015,Fall,PHIL-20700,2,3.09
Law,Unveiling Reality,2016,Fall,PHIL-20700,1,2.93
Art,Why the World Exists,2014,Fall,PHYS-10000,1,3.7
Political Science,African American Studies: Intro to African American Political Thought,2018,Fall,POLI-0100,20,3.127
Political Science,African American Studies: Intro to African American Political Thought,2014,Fall,POLI-0100,14,3.347857143
Anthropology,African American Studies: Intro to African American Political Thought,2015,Fall,POLI-0100,1,2.52
Design,African American Studies: Intro to African American Political Thought,2015,Fall,POLI-0100,1,3.69
Music and Performing Arts,African American Studies: Intro to African American Political Thought,2019,Fall,POLI-0100,1,3.38
Personal Development,African American Studies: Intro to African American Political Thought,2020,Fall,POLI-0100,2,2.995
Literature,African American Studies: Intro to African American Political Thought,2017,Fall,POLI-0100,1,2.76
Architecture,Buddhism and Cognitive Science,2018,Fall,PSYC-0700,2,3.225
Media Studies,Buddhism and Cognitive Science,2019,Fall,PSYC-0700,1,3.31
Aeronautics,Buddhism and Cognitive Science,2017,Fall,PSYC-0700,1,3.02
Psychology and Neuroscience,Environmental Psychology,2017,Fall,PSYC-1500,8,3.105
Personal Development,Environmental Psychology,2017,Fall,PSYC-1500,1,3.14
Psychology and Neuroscience,Environmental Psychology,2016,Fall,PSYC-1500,8,3.16
Communication,Environmental Psychology,2019,Fall,PSYC-1500,2,3.33
Law,Environmental Psychology,2018,Fall,PSYC-1500,1,3.12
Religion,Environmental Psychology,2019,Fall,PSYC-1500,1,3.36
Math,How to Think Like a Psychologist,2014,Fall,PSYC-2400,1,3.18
Astronomy,The Neuronal Basis of Psychology,2015,Fall,PSYC-7700,1,3.05
Architecture,The Neuronal Basis of Psychology,2015,Fall,PSYC-7700,1,3.08
Architecture,The Neuronal Basis of Psychology,2017,Fall,PSYC-7700,1,3.53
Economics and Finance,The Neuronal Basis of Psychology,2014,Fall,PSYC-7700,1,3.46
Classics,The Neuronal Basis of Psychology,2017,Fall,PSYC-7700,1,2.66
Music and Performing Arts,Doctrine of God,2015,Fall,RELI-1200,1,3.46
Biology,Doctrine of God,2019,Fall,RELI-1200,2,3.49
Religion,Literature and World of the Old Testament/Hebrew Bible,2017,Fall,RELI-3300,13,3.221538462
Archaeology,Literature and World of the Old Testament/Hebrew Bible,2014,Fall,RELI-3300,2,2.87
Media Studies,Literature and World of the Old Testament/Hebrew Bible,2016,Fall,RELI-3300,1,2.7
Archaeology,Literature and World of the Old Testament/Hebrew Bible,2017,Fall,RELI-3300,1,3.4
Anthropology,Literature and World of the Old Testament/Hebrew Bible,2017,Fall,RELI-3300,2,2.855
Philosophy,Literature and World of the Old Testament/Hebrew Bible,2018,Fall,RELI-3300,1,3.05
Literature,Literature and World of the Old Testament/Hebrew Bible,2016,Fall,RELI-3300,1,3
Sociology,Literature and World of the Old Testament/Hebrew Bible,2018,Fall,RELI-3300,1,3.1
Anthropology,Literature and World of the Old Testament/Hebrew Bible,2016,Fall,RELI-3300,2,3.285
Design,Literature and World of the Old Testament/Hebrew Bible,2017,Fall,RELI-3300,1,3.16
Personal Development,Literature and World of the Old Testament/Hebrew Bible,2017,Fall,RELI-3300,1,3.94
Writing,Literature and World of the Old Testament/Hebrew Bible,2014,Fall,RELI-3300,1,2.97
Business,Literature and World of the Old Testament/Hebrew Bible,2016,Fall,RELI-3300,1,2.72
Architecture,Science Magic and Religion: From Antiquity to Present,2018,Fall,RELI-4000,2,3.135
Communication,Science Magic and Religion: From Antiquity to Present,2015,Fall,RELI-4000,1,3.37
World Languages,Systematic Theology 101: Prolegomena,2016,Fall,RELI-4300,1,3.14
Personal Development,Intermediate Chinese,2015,Fall,WORL-1000,1,2.77
World Languages,Intermediate Chinese,2017,Fall,WORL-1000,10,3.123
Philosophy,Intermediate Chinese,2020,Fall,WORL-1000,1,2.77
Psychology and Neuroscience,Intermediate Chinese,2017,Fall,WORL-1000,1,3.56
Engineering,Intermediate Chinese,2015,Fall,WORL-1000,2,3.36
Physics,Intermediate Chinese,2016,Fall,WORL-1000,1,2.93
Economics and Finance,Intermediate Chinese,2017,Fall,WORL-1000,1,3.21
Computer Science,Russian for Beginners 1,2018,Fall,WORL-3400,1,3.03
Art,Russian for Beginners 1,2015,Fall,WORL-3400,1,3.69
Health,Thai Alphabet,2017,Fall,WORL-3900,1,3.47
Geography,Thai Alphabet,2016,Fall,WORL-3900,3,3.36
Aeronautics,Advanced Operating Systems Structures and Implementation,2015,Fall,COMP-0300,1,2.98
Law,Advanced Operating Systems Structures and Implementation,2014,Fall,COMP-0300,1,3.72
Aeronautics,Advanced Operating Systems Structures and Implementation,2017,Fall,COMP-0300,2,3.085
World Languages,Advanced Operating Systems Structures and Implementation,2017,Fall,COMP-0300,1,2.71
Religion,Advanced Operating Systems Structures and Implementation,2020,Fall,COMP-0300,1,2.43
Computer Science,Coding Together: Apps for iPhone and iPad (2013),2019,Fall,COMP-3100,1,3.7
Aeronautics,Coding Together: Apps for iPhone and iPad (2013),2014,Fall,COMP-3100,1,3.22
Math,Coding Together: Apps for iPhone and iPad (2013),2019,Fall,COMP-3100,1,2.96
Computer Science,Computer System Engineering,2018,Fall,COMP-4100,2,3.14
Math,Computer System Engineering,2015,Fall,COMP-4100,1,3.26
Aeronautics,Computer System Engineering,2015,Fall,COMP-4100,1,3.24
Communication,Computer System Engineering,2016,Fall,COMP-4100,2,3.15
World Languages,Data Structures and Algorithms,2015,Fall,COMP-5400,1,3.4
World Languages,Data Structures and Algorithms,2016,Fall,COMP-5400,1,3.45
World Languages,Discrete Mathematical Structures,2014,Fall,COMP-6400,1,3.6
Philosophy,Discrete Mathematical Structures,2014,Fall,COMP-6400,1,3.71
Design,Discrete Mathematical Structures,2014,Fall,COMP-6400,1,3.21
Computer Science,Discrete Mathematical Structures,2014,Fall,COMP-6400,2,3.3
Business,Introduction to Computer Graphics & GPU Programming,2015,Fall,COMP-8800,1,2.99
Health,Introduction to Computer Graphics & GPU Programming,2015,Fall,COMP-8800,1,3.28
Archaeology,Introduction to Computer Graphics & GPU Programming,2015,Fall,COMP-8800,1,2.55
Personal Development,Introduction to Computer Graphics & GPU Programming,2016,Fall,COMP-8800,1,3.36
Personal Development,Introduction to Computer Graphics & GPU Programming,2015,Fall,COMP-8800,1,3.27
Computer Science,Machine Learning with Python: A Practical Introduction,2014,Fall,COMP-12900,2,2.94
Data Science,Machine Learning with Python: A Practical Introduction,2016,Fall,COMP-12900,1,2.91
Astronomy,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,3.5
Film,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,2.75
Law,Machine Learning with Python: A Practical Introduction,2016,Fall,COMP-12900,1,3.76
Archaeology,Machine Learning with Python: A Practical Introduction,2018,Fall,COMP-12900,1,3.26
Classics,Machine Learning with Python: A Practical Introduction,2014,Fall,COMP-12900,1,3.48
Chemistry,Machine Learning with Python: A Practical Introduction,2014,Fall,COMP-12900,1,3.45
Environment and Natural Resources,Massively Parallel Computing,2015,Fall,COMP-13100,1,3.18
Chemistry,Massively Parallel Computing,2016,Fall,COMP-13100,1,3.2
Film,Programming Languages Part A,2016,Fall,COMP-14800,2,2.72
Geography,Python Data Representations,2015,Fall,COMP-15600,2,3.225
Economics and Finance,Python Data Representations,2017,Fall,COMP-15600,1,2.85
Aeronautics,Python Data Representations,2015,Fall,COMP-15600,1,3.77
Data Science,Python Data Representations,2014,Fall,COMP-15600,1,2.85
Biology,Python Data Representations,2017,Fall,COMP-15600,1,2.87
Business,Python Data Representations,2016,Fall,COMP-15600,1,2.72
Classics,Data Science Tools,2017,Fall,DATA-1200,1,3.19
Music and Performing Arts,Data Science Tools,2017,Fall,DATA-1200,1,3.18
Archaeology,Data Science Tools,2016,Fall,DATA-1200,1,3.17
Data Science,Data Science Tools,2019,Fall,DATA-1200,13,3.245384615
Urban Studie,Data Science Tools,2017,Fall,DATA-1200,1,3.4
Aeronautics,Managing Data Analysis,2018,Fall,DATA-3100,1,3.1
Environment and Natural Resources,Managing Data Analysis,2017,Fall,DATA-3100,1,3.03
Personal Development,Managing Data Analysis,2015,Fall,DATA-3100,1,3.09
Geography,Managing Data Analysis,2014,Fall,DATA-3100,1,3.55
Health,Advanced Visualization,2018,Fall,ENGI-0200,1,2.72
Biology,Advanced Visualization,2019,Fall,ENGI-0200,2,3.175
Environment and Natural Resources,Electrical,2019,Fall,ENGI-1700,1,3.47
Political Science,Electrical,2014,Fall,ENGI-1700,1,3.33
Architecture,Electrical,2019,Fall,ENGI-1700,1,3.61
Literature,Electrical,2014,Fall,ENGI-1700,1,3.37
Computer Science,The Art of Engineering,2016,Fall,ENGI-6800,1,3.23
Writing,The Art of Engineering,2016,Fall,ENGI-6800,1,3.26
Environment and Natural Resources,Education for Sustainable Living: Environment,2017,Fall,ENVI-0700,12,3.160833333
Environment and Natural Resources,Education for Sustainable Living: Environment,2019,Fall,ENVI-0700,15,3.219333333
History,Education for Sustainable Living: Environment,2016,Fall,ENVI-0700,1,3.86
Business,Education for Sustainable Living: Environment,2015,Fall,ENVI-0700,1,3.09
Art,Education for Sustainable Living: Environment,2014,Fall,ENVI-0700,1,3.38
Sociology,Education for Sustainable Living: Environment,2016,Fall,ENVI-0700,2,3.175
Environment and Natural Resources,A Law Student's Toolkit,2014,Fall,LAW-0100,1,3.67
Law,A Law Student's Toolkit,2019,Fall,LAW-0100,15,3.286
